calBP,Correct,CKDE,MKDE,ConstantCorrect,logistic,exponential,EXPCorrect,Logistic,LogisticCorrect,LogisticOver,OverCorrect,missKDE,MissCorrect,Pert
1100,0.0103294746615687,0.0103294746615687,0.0095284362864854,0.00108406818821042,,0.00576949810380487,0.00625452935627521,0.00754810225212255,0.0081826575328855,0.010496175344,0.011378569788309,0.0135095516372457,0.0146452751669241,
1070,0.010145190055324,0.010145190055324,0.00948238495949058,0.00106989856440811,,0.00585669290144794,0.00626606732743832,0.00759575984651261,0.00812669255537261,0.0107481829676522,0.0114994655270868,0.0138080367659591,0.0147731987131941,
1040,0.00984306947743696,0.00984306947743696,0.00932314067452865,0.00105576755956593,,0.00594520547970194,0.00627675508042291,0.00763871870693399,0.00806471140743031,0.0110001905913044,0.0116136443753415,0.0141557778529069,0.0149452110375209,
1010,0.00952115182015008,0.00952115182015008,0.00914022844497354,0.00104167547643582,,0.00603505575427041,0.00628656957814639,0.00767737551287026,0.00799733379514586,0.0112521982149566,0.0117211389365152,0.0146580439074332,0.0152689248708927,
980,0.0092544239189651,0.00925442391896511,0.00900566385766465,0.00102762262341035,,0.00612626394184416,0.00629548742362212,0.00771210725378902,0.00792513588816065,0.0115042058386088,0.0118219821841238,0.0151715125721816,0.0155905895505283,
950,0.00905048409120234,0.00905048409120234,0.00892896696985352,0.00101360931468994,,0.0062188505646502,0.00630348485899424,0.00774326906971979,0.00784864965521849,0.0117562134622609,0.011916207470831,0.0158301199564577,0.0160455570405246,
920,0.00886925731197197,0.00886925731197197,0.00887248804698932,0.000999635870457054,,0.00631283645506926,0.00631053776481618,0.00777119300774603,0.00776836328678797,0.0114,0.0113958489232104,0.0166603050470242,0.0166542385377621,
890,0.00867604459582896,0.00867604459582896,0.00880188856729284,0.000985702617057491,,0.00640824276032319,0.00631662165959029,0.00779618751569559,0.00768472243729208,0.0110437865377391,0.0108858892924737,0.0174818012011941,0.0172318571948958,
860,0.00846377153152015,0.00846377153152015,0.00870928732367515,0.000971809887189323,,0.00650509094723317,0.00632171169958695,0.00781853751395165,0.00759813205941884,0.0106875730754781,0.0103862891848081,0.0180857753532127,0.0175759353057371,
830,0.00823571460775419,0.00823571460775419,0.00859715607046764,0.000957958020099804,,0.00660340280704983,0.00632578267896294,0.00783850490752037,0.00750895864175081,0.0103313596132172,0.00989700880001664,0.0185967387702667,0.017814895052678,
800,0.00800413531942204,0.00800413531942204,0.00847763351712494,0.000944147361790714,,0.00670320046035639,0.00632880903019978,0.00785632942161989,0.00741753269678118,0.00997514615095628,0.00941800792190216,0.0190202365595385,0.0179579061683236,
770,0.0078151630540473,0.0078151630540473,0.00839998455047052,0.000930378265232587,,0.00680450636204588,0.00633076482488435,0.00787222966400764,0.00732415137831194,0.00961893268869535,0.0089492459082974,0.0189522645531342,0.0176327750171741,
740,0.00772673375547688,0.00772673375547688,0.00842930732839433,0.000916651090588332,,0.00690734330637355,0.00633162377485533,0.00788640433539409,0.00722908113485955,0.00926271922643442,0.00849068168072462,0.0188079197104289,0.0172403001142624,
710,0.00773361467656495,0.00773361467656495,0.00856467786935465,0.000902966205446753,,0.00701173443208572,0.00633135923374079,0.00789903352528545,0.0071325603290237,0.00890650576417349,0.00804227371366537,0.0184893198378824,0.0166952309753041,
680,0.00775042028496658,0.00775042028496658,0.00871495699555048,0.000889323985066553,,0.0071177032276261,0.0063299441989135,0.00791028004436857,0.00703480177205028,0.00855029230191256,0.00760398002342074,0.0178074929521722,0.0158366305962703,
650,0.00769025184359922,0.00769025184359922,0.00878158495988178,0.000875724812631404,,0.00722527353642072,0.00632735131389268,0.00792029075616791,0.00693599513843138,0.00819407883965163,0.00717575815654087,0.0171124846272501,0.0149858273938564,
620,0.00753155123033562,0.00753155123033562,0.00873558494414701,0.000862169079516751,,0.00733446956224289,0.00632355287122258,0.00792919788032529,0.00683630923778623,0.0078378653773907,0.00675756517780115,0.0160504980561512,0.0138382431348573,
590,0.00729863393740953,0.00729863393740953,0.00860021462319421,0.00084865718556902,,0.00744531587465909,0.00631852081586054,0.00793712024768946,0.00673589413092702,0.00748165191512977,0.0063493576577011,0.0147147397190145,0.0124877695963195,
560,0.0070198378210031,0.0070198378210031,0.00840508350483307,0.000835189539397981,,0.00755783741455726,0.0063122267491089,0.00794416449368378,0.00663488308438155,0.00749,0.00625556965009088,0.0133613062264429,0.0111592231930182,
530,0.00672506406478271,0.00672506406478271,0.0081836672394653,0.000821766558683061,,0.00767205949975856,0.00630464193312828,0.00795042618137265,0.00653339436313031,0.00749834808487023,0.00616189170151153,0.0118051792946925,0.00970110156363598,
500,0.00645480876145502,0.00645480876145502,0.0079847838014687,0.000808388670494464,,0.00778800783071405,0.00629573729607141,0.00795599084948841,0.00643153286528406,0.00750669616974046,0.00606832813646238,0.010191608107779,0.00823878052844807,
470,0.00623645125296753,0.00623645125296753,0.00784403716031342,0.000795056311630011,,0.00790570849628736,0.00628548343788027,0.00796093498360176,0.00632939160518874,0.00751504425461069,0.00597488336680708,0.00868816688877935,0.0069075819214189,
440,0.00606577405834071,0.00606577405834071,0.00775902709169525,0.000781769928968686,,0.00802518797962479,0.00627385063679162,0.00796532691079387,0.00622705305326369,0.00752339233948092,0.00588156189483956,0.00758191844783001,0.00592731584640644,
410,0.00592486821189531,0.00592486821189531,0.00770935209725146,0.000768529979841969,,0.00814647316411415,0.00626080885659979,0.00796922761976301,0.00612459034197253,0.00753174042435116,0.00578836831650154,0.00651148598441386,0.00500427219234285,
380,0.00579894100225466,0.00579894100225466,0.00767729042937734,0.000755336932424084,,0.00826959133943362,0.00624632775472857,0.00797269150939792,0.00602206834787217,0.00797269150939792,0.00602206834787217,0.00564963142099049,0.00426737526685768,
350,0.00566396140365129,0.00566396140365129,0.00763140400868647,0.000742191266142412,,0.00839457020769207,0.00623037669116835,0.00797576706957758,0.00591954465982674,0.00797576706957758,0.00591954465982674,0.00507401848720261,0.00376589220544691,
320,0.00547153522668747,0.00547153522668747,0.00750457305680882,0.00072909347210941,,0.00852143788966211,0.00621292473833843,0.00797849749839805,0.00581707044332327,0.00797849749839805,0.00581707044332327,0.00450046466426948,0.00328125940817794,
290,0.00516105323081525,0.00516105323081525,0.00720773143081038,0.000716044053577477,,0.00865022293110741,0.006193940691939,0.0079809212602501,0.00571469121047215,0.0079809212602501,0.00571469121047215,0.00394080122516891,0.00282178728361303,
260,0.00468242585566391,0.00468242585566391,0.00666022184930507,0.00070304352641834,,0.00878095430920561,0.00617339308286223,0.00798307258923244,0.00561244750478757,0.00798307258923244,0.00561244750478757,0.00338794687064611,0.00238187411525702,
