OBJECTID,LabID,Age,Error,Material,Taxa,d13C,Method,Long,Lat,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,calib,NEAR_FID,NEAR_DIST
2082,AA-55199,2830,45,ANIMAL,Antler,NA,AMS,-94.8104705,36.8356347,1,NA,34OT100,Sulphur Spring,USA,Oklahoma,North America,UWyo2021,Ray et al. 2009;,intcal20,165275,801721.684229777
20,A-11084,515,75,BONE,Bison sp. skull,-18.5,RADIOMETRIC,-93.85050972,37.43227045,1,NA,23DA-VP,Sons Creek,USA,Missouri,North America,UWyo2021,Thomas and Ray 2002,intcal20,165275,866788.116912574
599,AA-100255,6249,69,BONE,antler,-21.9,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
600,AA-100256,5799,65,BONE,NA,-22.6,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
601,AA-100257,2939,53,BONE,NA,-22.4,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
602,AA-100258,3588,55,BONE,antler,-22.3,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
603,AA-100259,3632,57,BONE,antler,-22,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
604,AA-100260,3646,63,BONE,antler,-22.4,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
605,AA-100261,4178,57,BONE,antler,-23.1,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
606,AA-100262,3699,54,BONE,antler,-21.3,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
607,AA-100263,4261,57,BONE,antler,-21.5,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
608,AA-100264,3851,55,BONE,antler,-22.4,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
609,AA-100265,4802,58,BONE,NA,-20.9,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
610,AA-100266,4169,56,BONE,antler,-21.7,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
611,AA-100267,4175,56,BONE,antler,-22.3,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
612,AA-100268,4688,59,BONE,antler,-21.7,AMS,-88.30134306,36.33187437,1,NA,40HY13,Kays Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014,intcal20,162716,648397.232690761
613,AA-100269,6460,70,BONE,antler,-22.3,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
614,AA-100270,6265,69,BONE,antler,-21.9,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
615,AA-100271,7564,81,BONE,antler,-23.1,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
616,AA-100272,7795,78,BONE,antler,-21.7,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
656,AA-101226,2560,47,BONE,NA,-21.1,AMS,-88.06834735,36.06987634,1,NA,40BN25,Ledbetter Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
657,AA-101227,4005,52,BONE,NA,-22.1,AMS,-88.06834735,36.06987634,1,NA,40BN25,Ledbetter Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
658,AA-101228,3889,52,BONE,NA,-21.7,AMS,-88.06834735,36.06987634,1,NA,40BN25,Ledbetter Landing,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
659,AA-101229,6153,52,BONE,NA,-22.1,AMS,-88.06834735,36.06987634,1,NA,40BN74,Cherry,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
660,AA-101230,6092,51,BONE,NA,-21.6,AMS,-88.06834735,36.06987634,1,NA,40BN74,Cherry,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
661,AA-101231,6189,65,BONE,NA,-21.9,AMS,-88.06834735,36.06987634,1,NA,40BN74,Cherry,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
662,AA-101234,3713,43,BONE,antler,-21.9,AMS,-88.10890945,35.60317751,1,NA,40DR1,Oak View,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,562519.618940721
663,AA-101235,4280,53,BONE,NA,-21.1,AMS,-88.10890945,35.60317751,1,NA,40DR1,Oak View,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,562519.618940721
1549,AA-31232,715,50,BONE,Animal bone collagen,-22.7,AMS,-88.99931072,37.05858665,1,NA,15BA4,Wickliffe,USA,Kentucky,North America,UWyo2021,Matternes 2000,intcal20,162716,738383.038487258
1550,AA-31233,670,50,BONE,Animal bone collagen,-21.3,AMS,-88.99931072,37.05858665,1,NA,15BA4,Wickliffe,USA,Kentucky,North America,UWyo2021,Matternes 2000,intcal20,162716,738383.038487258
1682,AA-37305,1532,42,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1683,AA-37306,1433,55,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1684,AA-37307,1683,44,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1685,AA-37308,3278,45,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1686,AA-37309,4175,50,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1687,AA-37312,1558,41,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1688,AA-37314,991,42,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1689,AA-37315,3396,49,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1690,AA-37316,1491,46,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1691,AA-37317,1618,46,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1692,AA-37318,4924,77,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1693,AA-37319,1705,47,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1694,AA-37320,1656,46,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1695,AA-37321,6000,110,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1696,AA-37323,853,45,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1697,AA-37324,1773,50,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1698,AA-37325,1673,40,BONE,O. virgin/anus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1699,AA-37326,3248,61,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1700,AA-37327,7084,70,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1701,AA-37328,1899,54,BONE,O. virginianus collagen distal metapodial,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1762,AA-38930,7016,71,BONE,Bison bison femur,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2002 2005,intcal20,163104,998382.45796886
1794,AA-40189,990,37,BONE,O. virgin/anus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1796,AA-40190,1499,45,BONE,O. virginianus collagen  right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1797,AA-40191,1581,51,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1798,AA-40192,5808,54,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1799,AA-40193,992,37,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1800,AA-40194,2051,50,BONE,O. virginianus collagen  right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1801,AA-40196,1382,47,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1802,AA-40198,1564,42,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1803,AA-40199,1526,42,BONE,O. virgin/anus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1804,AA-40200,8678,74,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1805,AA-40202,1309,38,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1806,AA-40203,1541,38,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1807,AA-40204,3560,68,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1808,AA-40205,1620,52,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1809,AA-40208,1024,43,BONE,O. virgin/anus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1810,AA-40209,1662,38,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1811,AA-40210,1627,44,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1812,AA-40211,1070,40,BONE,O. virginianus collagen right astragalus,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,intcal20,163104,998382.45796886
1813,AA-40212,1171,54,BONE,Spilogale putorius mandible,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2002,intcal20,163104,998382.45796886
1814,AA-40213,7937,78,BONE,Spilogale putorius mandible,NA,AMS,-91.92609409,38.83557306,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2002,intcal20,163104,998382.45796886
2974,AA-90404,5865,63,BONE,Antler deer,-20.6,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2013-Reinterpretin the Shell Mound Archaic in Western Tennessee,intcal20,162716,617157.995554176
2975,AA-90405,6514,66,BONE,Antler deer,-22.8,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2013-Reinterpretin the Shell Mound Archaic in Western Tennessee,intcal20,162716,617157.995554176
3198,AA-98905,7401,75,BONE,antler,-23,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
3199,AA-98906,7646,80,BONE,antler,-21.4,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
3200,AA-98907,7440,75,BONE,antler,-22.1,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
3201,AA-98908,7715,84,BONE,antler,-23.6,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
3202,AA-98909,8040,170,BONE,antler,-23.4,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
3203,AA-98910,7786,78,BONE,NA,-22.8,AMS,-88.30134306,36.33187437,1,NA,40HY18,Big Sandy,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,648397.232690761
3213,AA-99299,7604,78,BONE,antler,-23.1,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3214,AA-99301,7530,77,BONE,antler,-23.3,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3215,AA-99302,7415,77,BONE,NA,-22.5,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3216,AA-99303,7608,78,BONE,NA,-21.9,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3217,AA-99304,8086,82,BONE,NA,-23,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3218,AA-99305,6186,71,BONE,NA,-22.3,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3219,AA-99306,7956,80,BONE,NA,-22.4,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3220,AA-99308,5922,66,BONE,NA,-21.5,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3221,AA-99309,5535,65,BONE,NA,-21.9,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3222,AA-99310,7987,81,BONE,NA,-22.9,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3223,AA-99311,7596,80,BONE,NA,-22.4,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3224,AA-99312,6361,70,BONE,antler,-23.2,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3225,AA-99313,6691,72,BONE,NA,-22.8,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
3226,AA-99314,6258,68,BONE,antler,-22.9,AMS,-88.06834735,36.06987634,1,NA,40BN12,Eva,USA,Tennessee,North America,UWyo2021,Bissett 2014 dissertation,intcal20,162716,617157.995554176
15104,Beta-171035,540,40,BONE,Collagen,NA,AMS,-87.86838478,38.02196131,1,NA,12PO1,Murphy,USA,Indiana,North America,UWyo2021,Munson 2003-Bone Bank: Archaeological Recovery,intcal20,162716,846494.954201362
15132,Beta-171424,430,40,BONE,Bone collagen,-11.4,AMS,-90.05419695,35.7639403,1,NA,3MS5,Chickasawba,USA,Arkansas,North America,UWyo2021,The Arkansas Archeologist Vol 48,intcal20,162717,608956.226405473
16723,Beta-182618,9080,50,BONE,Collagen Deer metapodial,NA,AMS,-89.33739684,37.1917533,1,NA,11AX267,Olive Branch,USA,Illinois,North America,UWyo2021,Gramly 2004; Thulman 2019,intcal20,162717,757917.67667134
19262,Beta-202239,730,40,BONE,bison sp.,-10.9,AMS,-94.34865596,36.62877759,1,NA,23MD147,Henson Cave,USA,Missouri,North America,UWyo2021,NA,intcal20,165275,773950.661052669
26562,Beta-26240,630,70,BONE,19le animal bone collagen,NA,NA,-87.83859949,36.50123859,1,NA,40SW25,Revnik,USA,Tennessee,North America,UWyo2021,Gramly 1992,intcal20,162716,667878.742078333
27214,Beta-271174,760,40,BONE,Deer bone element not specified collagen,NA,RADIOMETRIC,-87.58580294,38.02522026,1,NA,12VG1,Angel Mounds,USA,Indiana,North America,UWyo2021,G. William Monaghan personal communication2014; Monaghan et al. 2013,intcal20,153948,845906.526243426
29541,Beta-306318,620,30,BONE,Deer bone element not specified,NA,NA,-87.58580294,38.02522026,1,NA,12VG1,Angel Mounds,USA,Indiana,North America,UWyo2021,McGill 2013:550; G. William Monaghan personal communication 2013,intcal20,153948,845906.526243426
36233,Beta-65936,7235,95,BONE,NA,-24.6,RADIOMETRIC,-90.8639973,36.65292992,1,NA,23RI59,Lepold,USA,Missouri,North America,UWyo2021,Krakker 2012 Mud nest wasps as markers of middle holocene…,intcal20,162717,730245.339095349
36296,Beta-66800,5630,50,BONE,NA,-23.3,RADIOMETRIC,-90.8639973,36.65292992,1,NA,23RI59,Lepold,USA,Missouri,North America,UWyo2021,Krakker 2012 Mud nest wasps as markers of middle holocene…,intcal20,162717,730245.339095349
36297,Beta-66801,6300,80,BONE,NA,-23.5,RADIOMETRIC,-90.8639973,36.65292992,1,NA,23RI59,Lepold,USA,Missouri,North America,UWyo2021,Krakker 2012 Mud nest wasps as markers of middle holocene…,intcal20,162717,730245.339095349
36653,Beta-70751,1010,60,BONE,NA,-21.7,RADIOMETRIC,-90.67493963,38.78190911,1,NA,23SC501,Rickterkessing,USA,Missouri,North America,UWyo2021,Hoard Robert. 1998 - Archaeological Investigations at Richterkessing Mound 23SC50 1 St. Charles County Missouri,intcal20,162717,964071.246077833
36654,Beta-70752,1580,50,BONE,NA,-22.1,RADIOMETRIC,-90.67493963,38.78190911,1,NA,23SC501,Richterkessing,USA,Missouri,North America,UWyo2021,Hoard Robert. 1998 - Archaeological Investigations at Richterkessing Mound 23SC50 1 St. Charles County Missouri,intcal20,162717,964071.246077833
39132,Beta-82432,350,60,BONE,Collagen,NA,NA,-90.60275895,34.22922272,1,NA,22CO503,Oliver,USA,Mississippi,North America,UWyo2021,Sims and Connaway 2000,intcal20,163104,448040.367262256
41734,C-755/756,4844,250,BONE,deer antler,-20,RADIOMETRIC,-87.65396689,34.90145202,1,NA,1LU25,Perry,USA,Alabama,North America,UWyo2021,Libby 1952 Chicago Radiocarbon Dates  III; Libby 1955: 105-106; Grubb 1986; Futato 1977,intcal20,162716,481303.691911628
42624,CAMS-58187,2310,70,BONE,Bison XAD-gelatin (KOH-collagen),NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,Harn and Martin 2006-the Lonza-Caterpillar Site…,intcal20,153928,1039040.67750245
42625,CAMS-58198,490,50,BONE,Bison XAD-gelatin (KOH-collagen),NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,Harn and Martin 2006-the Lonza-Caterpillar Site…,intcal20,153928,1039040.67750245
42688,CAMS-6992,2370,50,BONE,Bison,NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,Harn and Martin 2006-the Lonza-Caterpillar Site…,intcal20,153928,1039040.67750245
42689,CAMS-69922,2370,50,BONE,Bison XAD-gelatin (KOH-collagen),NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,McMillian 2006- Perspectives on the Biogeography and Archaeology of Bison in Illinois,intcal20,153928,1039040.67750245
42690,CAMS-69923,2270,40,BONE,Bison XAD-gelatin (KOH-collagen),NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,Harn and Martin 2006-the Lonza-Caterpillar Site…,intcal20,153928,1039040.67750245
42691,CAMS-69924,2280,40,BONE,Bison XAD-gelatin (KOH-collagen),NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,Harn and Martin 2006-the Lonza-Caterpillar Site…,intcal20,153928,1039040.67750245
42970,CAMS-87697,2255,40,BONE,Bison XAD-gelatin (KOH-collagen),NA,AMS,-89.7598704,40.78811072,1,NA,11P351/352,Lonza-Caterpillar,USA,Illinois,North America,UWyo2021,Harn and Martin 2006-the Lonza-Caterpillar Site…,intcal20,153928,1039040.67750245
43673,D-AMS-20157,625,34,BONE,elk long bone,NA,AMS,-89.51333442,40.50748655,1,NA,11T2,Ten Mile Creek,USA,Illinois,North America,UWyo2021,Upton 2019-Multilayer Network Relationships and Culture Contact…,intcal20,153928,1013892.74213998
43906,D-AMS-26579,625,30,BONE,Deer Astragalus,NA,AMS,-90.20743186,40.47273335,1,NA,11F310,Buckeye Bend,USA,Illinois,North America,UWyo2021,Upton 2019-Multilayer Network Relationships and Culture Contact…,intcal20,153928,1067971.09027823
43913,D-AMS-27116,651,23,BONE,collagen,NA,AMS,-90.750319,39.96188854,1,NA,11BR47,Baehr South,USA,Illinois,North America,UWyo2021,Upton 2019-Multilayer Network Relationships and Culture Contact…,intcal20,162717,1100548.71590128
